Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.6278918638443,37.4188554431481,29.7210671376957,31.114854912062,28.6359685844686,30.1050113574013,24.8922700059742,29.2975010547259,26.2100685374552,23.7436639877543,24.390873626371,22.8106627361766,22.1370413719574,20.6343227166798,25.7403140364582,26.4201990834448,22.0428967527575,25.7739707394105,29.9755825210461,33.5976188725451,33.7014323213923,34.7432471445174,..
Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.7983102944344,-22.2363560541923,17.6981031760703,-5.10925115291374,14.7004462834181,-14.9163297643984,44.5629549189029,-6.3751344936499,-7.59232353439185,18.2247894586686,0.00526741377919393,-0.10070510676627,-5.65721785186237,5.97175186192254,6.41105900151825,-4.41531136727946,17.4598248147288,5.9423403878575,-9.7806339651292,-6.56407790334215,2.22486704408989,..
Afghanistan,AFG,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3251434260.06993,3342419479.68623,2599187183.35852,3059194012.80851,2902892107.43922,3329630202.35891,2832971581.44005,4095427430.14251,3834338423.38109,3543223044.8745,4188967984.85391,4189188635.13075,4184969908.2431,3948217043.4989,4183994768.30679,4452233141.52337,4255653185.52791,4998682776.44351,5295721521.92899,4777766384.05654,4464150076.56738,4563471480.41964,..
Afghanistan,AFG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.66212461965868,4.61762370997618,7.26428043501214,5.49989453701751,5.83906954664135,6.08546557636508,5.93975840059081,5.77856313957168,4.84228294123853,5.00039560091779,5.39100619807464,5.46499973624519,5.51833289369559,5.74254814033237,5.71089422316012,6.4811395410182,5.99050382484833,5.1223362273086,6.00631412786109,6.50692976274372,6.32161407355206,5.82830892908412,5.97911638157204,..
Afghanistan,AFG,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,57.878355794735,57.9550158686353,58.0316759425356,58.1160020238259,58.123668031216,58.1926620977263,58.2294589331984,58.2309921346764,58.2555233583245,58.2708553731046,58.3168514174448,58.3352498351808,58.3370896769544,58.3387761985803,58.3387761985803,58.3383162381369,58.3383162381369,58.3383162381369,58.3367830366588,58.3367830366588,58.3429158425709,58.3444490440489,58.3444490440489,58.3444490440489,58.3444490440489,58.3444490440489,58.3306502307468,58.3229842233568,58.3229842233568,58.3229842233568,58.3076522085767,58.3076522085767,58.1604648666881,57.9749474878494,57.8982874139491,57.889088205081,57.9473498612453,58.0592735691397,57.8998206154271,57.9458166597673,57.9473498612453,57.9396838538552,58.0838047927878,58.1512656578201,58.134400441562,58.123668031216,58.129800837128,58.132867240084,58.132867240084,58.134400441562,58.131334038606,58.129800837128,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.123668031216,58.2769881790166,58.2769881790166,58.7415482268525,58.7415482268525,58.7415482268525,58.4395075356853,..
Afghanistan,AFG,Arable land (% of land area),AG.LND.ARBL.ZS,..,11.7289913067476,11.8056513806479,11.8823114545482,11.9589715284486,11.9589715284486,12.0126335801788,12.0264323934808,12.0264323934808,12.0509636171289,12.066295631909,12.1122916762492,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,12.1276236910292,11.9957683639207,11.810250985082,11.7335909111816,11.7243917023136,11.7826533584778,11.8930438648943,11.7335909111816,11.7795869555218,11.7795869555218,11.7719209481318,11.9160418870644,11.9835027520967,11.9666375358386,11.9497723195805,11.9497723195805,11.9497723195805,11.9482391181025,11.9482391181025,11.9451727151465,11.9436395136685,11.9359735062785,11.9145086855864,11.9053094767183,11.8501142235101,11.8041181791699,11.9497723195805,11.9405731107125,12.0034343713107,12.0034343713107,11.9743035432286,12.0294987964368,..
Afghanistan,AFG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..,0.830250823657655,0.818765161776299,0.806914518183012,0.794757210842363,0.777201453008009,0.763169544908412,0.746623892212029,0.729204878495912,0.713416375846626,0.697069156346146,0.682938054838543,0.667302417743799,0.650600481214055,0.634366784458928,0.619228783820577,0.605673066254737,0.592919921479712,0.581128772478976,0.579250938463412,0.600638864098509,0.662613304990349,0.719654987754948,0.724492859577896,0.706867183409514,0.692229145874997,0.692639995152396,0.694601898274103,0.686435428468482,0.666156423971256,0.656668044756369,0.646301021523295,0.595678551671236,0.523583613974329,0.474007608489776,0.448439795155655,0.430495157816136,0.416483963795756,0.404853946733601,0.384809067475337,0.381662950631651,0.378765712824204,0.3591523051352,0.341881108864895,0.331739517926794,0.319817188315613,0.306559596577955,0.300812216140795,0.294306205782796,0.283731571510641,0.275525932618866,0.265472179292502,0.254908093361414,0.246183881049514,0.23697475183596,0.229518035181376,0.222733823829966,0.215725126008944,0.212121811698809,0.20572630777464,0.200389162972495,0.195722984053264,0.192464831795841,0.18926655975655,..
Albania,ALB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.8374497626885,33.5616611921297,28.9413145088437,26.2610428305328,23.6225672955948,22.1790139473687,20.4524054141319,19.7639164696809,19.8076203314692,18.5630799913995,17.1247178955729,16.0415750334868,15.5325494481234,15.422100399492,15.2792217271528,16.3586081914252,16.7202229491786,17.5913685516371,18.924817420614,19.2377589164282,18.7471602773412,19.167190753497,18.079078214296,17.9155558179549,18.1603973706713,18.8061417987988,17.7932055973056,16.9844780351393,16.2225671332527,15.4980110928492
Albania,ALB,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.00041467788199,-17.1121780650207,5.1889744410302,5.39516952047056,6.69607002622301,2.69268745015283,2.04750401309836,2.94414749081983,6.30807562277357,0.919628996654254,3.11802015332464,3.40887472984286,7.07146870348747,1.29691882044334,7.25496639844259,4.77438008153629,6.36709577063463,5.15704661778491,1.50997107262423,0.445090660754659,3.86233494011211,-2.77871514753426,1.39948186291605,2.24890021756823,1.79465942766051,-1.68228901081019,-4.82596127199314,-1.82326466074643,-1.1465078847222
Albania,ALB,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1241174685.29241,1278415072.72808,1059650409.07279,1114635397.96385,1174771867.21917,1253435414.09653,1287186512.18768,1313541707.68079,1352214312.90834,1437513014.34857,1450732800.8592,1495966941.96088,1546962581.01218,1656355555.78312,1677837142.71953,1799563663.64442,1885481672.75603,2005532096.59817,2108958321.75437,2140802982.34657,2150331496.48615,2233384501.20317,2171325107.76555,2201712408.83368,2251226723.98616,2291628576.62619,2253076760.91302,2144344149.00308,2105247079.92953,2081110256.16525
